amountraised,category,currencyused,endDate,numbercontributors,startDate,target,title
595,<h1>Education &amp; Schools</h1>,U.S. Dollar,"Jan 2, 2013",19,"Jan 2, 2013",of $2.5k goal,"Help us send Adrian to Washington, D.C.!"
"2,000",<h1>Education &amp; Schools</h1>,U.S. Dollar,"May 26, 2018 at 08:54AM PTApr 13, 2018",7,"Apr 13, 2018",of $2k goal,Merlo Station Horticulture Expansion
"1,850",<h1>Education &amp; Schools</h1>,U.S. Dollar,"Apr 15, 2018",25,"Apr 15, 2018",of $1.8k goal,Funds for an Academic Dream
"1,731",<h1>Education &amp; Schools</h1>,Canadian Dollar,"Apr 14, 2018 at 07:31AM PTFeb 8, 2018",26,"Feb 8, 2018",of $2k goal,Help send GISS Improv back to the CIG nationals.
500,<h1>Education &amp; Schools</h1>,U.S. Dollar,"Mar 19, 2018 at 03:34PM PTJan 26, 2018",5,"Jan 26, 2018",of $500 goal,Our Backyard II: The Birds and Butterflies
415,<h1>Education &amp; Schools</h1>,U.S. Dollar,"Jan 8, 2016",9,"Jan 8, 2016",of $5k goal,OBARIMA - Afurakani (African) Manhood Training
"1,228",<h1>Education &amp; Schools</h1>,U.S. Dollar,"Mar 20, 2018 at 09:39PM PTFeb 4, 2018",13,"Feb 4, 2018",of $1.2k goal,Unlocking the Future with Microbits
"1,000",<h1>Education &amp; Schools</h1>,U.S. Dollar,"Mar 20, 2018 at 12:23PM PTFeb 28, 2018",8,"Feb 28, 2018",of $1k goal,Sato STEAM Night
410,<h1>Education &amp; Schools</h1>,U.S. Dollar,"Mar 8, 2018",7,"Mar 8, 2018",of $5k goal,"Help students from Simon Bolivar University , Vzla"
"1,025",<h1>Education &amp; Schools</h1>,U.S. Dollar,"Apr 12, 2018 at 09:40AM PTMar 21, 2018",17,"Mar 21, 2018",of $960 goal,Please help 2nd graders experience the A in STEAM!
"1,125",<h1>Community &amp; Volunteer</h1>,U.S. Dollar,"Oct 28, 2018
					
				Oct 28, 2018 at 12:59AM PTJul 19, 2018",28,"Jul 19, 2018",of $2k goal,Over The Edge for Williamsport
300,<h1>Education &amp; Schools</h1>,U.S. Dollar,"Jan 28, 2018",8,"Jan 28, 2018",of $2k goal,Please help Miguel attend TESOL 2018
745,<h1>Community &amp; Volunteer</h1>,U.S. Dollar,"Oct 28, 2018
					
				Oct 28, 2018 at 12:59AM PTJul 27, 2018",16,"Jul 27, 2018",of $1k goal,Over The Edge for Williamsport
"2,520",<h1>Education &amp; Schools</h1>,U.S. Dollar,"Mar 12, 2018",29,"Mar 12, 2018",of $5k goal,Please help DaVinci get to Nationals!
415,<h1>Education &amp; Schools</h1>,U.S. Dollar,"Feb 22, 2013",14,"Feb 22, 2013",of $4.2k goal,Serpom Monastery Book Fund
510,<h1>Education &amp; Schools</h1>,U.S. Dollar,"Apr 22, 2018 at 11:34AM PTMar 30, 2018",6,"Mar 30, 2018",of $500 goal,Sara Cat´s solidarity trip to #OKWalkforKids
480,<h1>Education &amp; Schools</h1>,U.S. Dollar,"Feb 22, 2018 at 08:40AM PTFeb 21, 2018",8,"Feb 21, 2018",of $480 goal,Getting Smart with Technology!
800,<h1>Education &amp; Schools</h1>,U.S. Dollar,"Jan 9, 2018",19,"Jan 9, 2018",of $2.1k goal,Help Prof. Mary Allegra Attend TESOL Convention
"2,287",<h1>Education &amp; Schools</h1>,Canadian Dollar,"Nov 21, 2017",35,"Nov 21, 2017",of $2.2k goal,Jayden's soccer tournament fundraising
"151,978",<h1>Community &amp; Volunteer</h1>,U.S. Dollar,"Nov 6, 2018
					
				Nov 6, 2018 at 11:59PM PTSep 26, 2018",1551,"Sep 26, 2018",of $200k goal,NR Fall 2018 Webathon
790,<h1>Education &amp; Schools</h1>,Canadian Dollar,"Aug 28, 2016",16,"Aug 28, 2016",of $2k goal,Helping Wanjara McJoel afford to go to college
100,<h1>Education &amp; Schools</h1>,Euro,"Feb 26, 2018",1,"Feb 26, 2018",of €20k goal,Last obstacle on the road to dream
660,<h1>Education &amp; Schools</h1>,U.S. Dollar,"Mar 1, 2018 at 05:30PM PTFeb 28, 2018",17,"Feb 28, 2018",of $660 goal,Color Us Motivated!!
"2,150",<h1>Education &amp; Schools</h1>,Australian Dollar,"Oct 10, 2012",33,"Oct 10, 2012",of $2k goal,Support the making of Cuttlefish Country
"50,675",<h1>Education &amp; Schools</h1>,U.S. Dollar,"Mar 22, 2018 at 01:57PM PTSep 22, 2014",37,"Sep 22, 2014",of $50k goal,PHASE I--WESTBY NORSEMEN ATHLETIC COMPLEX
685,<h1>Education &amp; Schools</h1>,U.S. Dollar,"Mar 22, 2018 at 01:57PM PTApr 6, 2017",7,"Apr 6, 2017",of $170k goal,PHASE II--RETURN THE LIGHTS TO FRIDAY NIGHT
"2,300",<h1>Education &amp; Schools</h1>,Euro,"Apr 14, 2017",35,"Apr 14, 2017",of €2.3k goal,SHAPING METAL TO SHAPE A FUTURE !
200,<h1>Education &amp; Schools</h1>,U.S. Dollar,"Apr 3, 2018 at 01:07PM PTFeb 9, 2018",1,"Feb 9, 2018",of $1.8k goal,Help Our Creative 4th Grade Filmmakers!
295,<h1>Community &amp; Volunteer</h1>,Pound Sterling,"Jul 2, 2014",11,"Jul 2, 2014",of £5k goal,Rising from the rubble
"2,170",<h1>Community &amp; Volunteer</h1>,U.S. Dollar,"Oct 21, 2018
					
				Oct 21, 2018 at 12:59AM PTSep 8, 2018",11,"Sep 8, 2018",of $2k goal,Build a Library with Us!
"36,361",<h1>Community &amp; Volunteer</h1>,U.S. Dollar,"May 26, 2018",271,"May 26, 2018",of $50k goal,Emergency Appeal For Rohingya Refugees
"9,939",<h1>Community &amp; Volunteer</h1>,U.S. Dollar,"Nov 30, 2018
					
				Nov 30, 2018 at 11:59PM PTOct 5, 2018",16,"Oct 5, 2018",of $15k goal,Fundraising For Victims of Palu Earthquake
170,<h1>Community &amp; Volunteer</h1>,Pound Sterling,"Oct 21, 2018
					
				Oct 21, 2018 at 12:59AM PTOct 6, 2018",3,"Oct 6, 2018",of £1k goal,Clown me in - Lebanon tour
"3,742",<h1>Community &amp; Volunteer</h1>,Singapore Dollar,"Nov 1, 2018
					
				Nov 1, 2018 at 12:59AM PTSep 3, 2018",29,"Sep 3, 2018",of $10k goal,Help Villa Almarik staff rebuild their houses
"1,980",<h1>Community &amp; Volunteer</h1>,Euro,"Jan 1, 2019
					
				Jan 1, 2019 at 11:59PM PTOct 3, 2018",27,"Oct 3, 2018",of €50k goal,Help us rebuild homes of our friends in Palu
"8,150","<h1>Faith, Missions &amp; Religion</h1>",Euro,"May 29, 2017",58,"May 29, 2017",of €13k goal,"Help ""Helms-Buffet"" launch in the heart of Germany"
160,"<h1>Faith, Missions &amp; Religion</h1>",Euro,"May 1, 2018",4,"May 1, 2018",of €1k goal,Sunshine Paris
200,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Sep 17, 2016",3,"Sep 17, 2016",of $5k goal,Please help loving father be a part of son's life.
"1,000",<h1>Family &amp; Kids</h1>,U.S. Dollar,"Jan 17, 2017",8,"Jan 17, 2017",of $1.2k goal,Please help Emily fight her anxiety and depression
"23,240",<h1>Family &amp; Kids</h1>,Canadian Dollar,"Dec 2, 2016",229,"Dec 2, 2016",of $10k goal,The Dylan McCarthy Fund
"67,252",<h1>Family &amp; Kids</h1>,U.S. Dollar,"Aug 19, 2015",244,"Aug 19, 2015",of $85k goal,Kane Dulaney Balser Fund
"3,410",<h1>Family &amp; Kids</h1>,Canadian Dollar,"Sep 5, 2017 at 10:04AM PTJul 4, 2017",34,"Jul 4, 2017",of $10k goal,Griffiths Family House Fire Fund
670,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Aug 10, 2017",8,"Aug 10, 2017",of $1.5k goal,Support Em & Jackson Fowler
"5,379",<h1>Family &amp; Kids</h1>,U.S. Dollar,"May 31, 2017",24,"May 31, 2017",of $8.4k goal,Legal Fund to Protect Mother and Child
"5,241",<h1>Family &amp; Kids</h1>,U.S. Dollar,"Jul 1, 2020
					
				Jul 1, 2020 at 12:59AM PTOct 6, 2017",142,"Oct 6, 2017",of $6k goal,Food Distribution Project for the Poor in the Gaza
768,<h1>Family &amp; Kids</h1>,Canadian Dollar,"Sep 19, 2018 at 01:07PM PTSep 2, 2018",20,"Sep 2, 2018",of $1.8k goal,Donate to Kanahus & Elk Bone’s Freedom Honeymoon
330,"<h1>Health, Illness or Medical</h1>",Euro,"Nov 18, 2014",8,"Nov 18, 2014",of €20k goal,Help Zara to continue therapy and to start walking
400,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Dec 31, 2018
					
				Dec 31, 2018 at 11:59PM PTJan 1, 2018",14,"Jan 1, 2018",of $5k goal,$5 can transform my life..will you help me?
"4,804","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Nov 13, 2017",58,"Nov 13, 2017",of $100k goal,Jack Friends Against Cancer - ACT NOW!
280,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Aug 16, 2018 at 06:29PM PTMay 17, 2018",8,"May 17, 2018",of $430 goal,Help Austin get Enchroma glasses
"2,350","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Jun 29, 2018",23,"Jun 29, 2018",of $5k goal,Helping local women with Breast Imaging Services!
450,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Aug 16, 2018 at 07:05AM PTAug 10, 2018",5,"Aug 10, 2018",of $450 goal,Help Michael see color.
"4,850","<h1>Health, Illness or Medical</h1>",Pound Sterling,"Jul 4, 2018",83,"Jul 4, 2018",of £7.5k goal,Steve Roberts: Cancer Treatment Appeal
376,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Jul 3, 2018",21,"Jul 3, 2018",of $500 goal,Help me get Enchroma glasses for Kyle Shurm
250,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Sep 5, 2018 at 10:49AM PTAug 4, 2018",4,"Aug 4, 2018",of $1k goal,Car help
250,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Nov 1, 2018
					
				Nov 1, 2018 at 12:59AM PTAug 12, 2018",2,"Aug 12, 2018",of $6.5k goal,Please help with Linda's Colon Surgery and Bills
590,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Jul 28, 2017",6,"Jul 28, 2017",of $22k goal,Jessica's MS alternate treatment
"1,265","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Oct 4, 2018 at 02:54PM PTJun 6, 2018",47,"Jun 6, 2018",of $1k goal,Betty's Blessings: The Colors of Alzheimer's
120,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Apr 5, 2018",3,"Apr 5, 2018",of $429 goal,Help us get Enchroma glasses for our buddy
"2,798","<h1>Health, Illness or Medical</h1>",Canadian Dollar,"Aug 21, 2016",28,"Aug 21, 2016",of $5k goal,Telling the story of Haitians with disabilities.
416,"<h1>Health, Illness or Medical</h1>",Pound Sterling,"Oct 3, 2015",46,"Oct 3, 2015",of £500 goal,The Big Sunflower Project
"16,835","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Mar 19, 2015",150,"Mar 19, 2015",of $20k goal,Drew’s leukemia fight
141,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Jul 23, 2018",4,"Jul 23, 2018",of $50k goal,Yolanda's Holistic Breast Cancer Treatments
"2,944","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Jun 26, 2018",41,"Jun 26, 2018",of $40k goal,Please Help This Kid To Get A Chance to Live
650,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Dec 16, 2015",11,"Dec 16, 2015",of $2.5k goal,Help create balance on the planet through music
"237,023","<h1>Health, Illness or Medical</h1>",Philippine Peso,"Aug 11, 2018 at 06:33AM PTJul 24, 2018",72,"Jul 24, 2018",of ₱490k goal,Help Mama Cora Win Her Battle Against Cancer
"13,172","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Dec 31, 2018
					
				Dec 31, 2018 at 11:59PM PTAug 2, 2017",165,"Aug 2, 2017",of $17.3k goal,Please help to save Yvonne
"5,028","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Nov 15, 2018
					
				Nov 15, 2018 at 11:59PM PTApr 8, 2018",29,"Apr 8, 2018",of $8k goal,Support for Judith's medical costs
145,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Aug 7, 2018",4,"Aug 7, 2018",of $12k goal,Help Bree Davis During Cancer Treatment
"3,180","<h1>Health, Illness or Medical</h1>",Canadian Dollar,"May 4, 2018",41,"May 4, 2018",of $10k goal,Please help Maria beat Syringomyelia
500,"<h1>Health, Illness or Medical</h1>",Australian Dollar,"Jan 31, 2018",11,"Jan 31, 2018",of $500 goal,Help Brendan Tucker see colours!
655,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Jul 19, 2018 at 11:31AM PTJul 1, 2018",4,"Jul 1, 2018",of $75k goal,"Heart  to Heart, Louie Shaw"
320,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Jun 18, 2018",8,"Jun 18, 2018",of $12k goal,Help Lauren get something off their chest!
240,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Jul 8, 2018 at 08:27AM PTJun 27, 2018",3,"Jun 27, 2018",of $579 goal,"Enchroma glasses, the Chuck fund."
"5,932","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Jun 28, 2018 at 04:26AM PTJun 16, 2018",150,"Jun 16, 2018",of $5.8k goal,Ride to Give - An Adaptive Bike for Rosalee
"2,610","<h1>Health, Illness or Medical</h1>",Canadian Dollar,"Jun 18, 2018",38,"Jun 18, 2018",of $2.5k goal,Art Fundraiser To Support Sookie & Jake's Recovery
"1,262","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Mar 27, 2018",16,"Mar 27, 2018",of $2k goal,Help get Kris back on her feet.
100,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"May 7, 2018",2,"May 7, 2018",of $349 goal,Help Michael get Enchroma Glasses
"7,834","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Mar 6, 2018",58,"Mar 6, 2018",of $25k goal,Standing with & Support for Lisa P's Breast Cancer
"1,470","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Sep 23, 2013",31,"Sep 23, 2013",of $500 goal,Friends of Sarah
"6,000","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Aug 31, 2017",57,"Aug 31, 2017",of $15k goal,Please Help Michael Maberry a Victim of Assault
"34,760","<h1>Health, Illness or Medical</h1>",Canadian Dollar,"Jan 19, 2018",181,"Jan 19, 2018",of $40k goal,Help Victor Beat MS with Stem Cell Transplantation
900,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Apr 5, 2018",13,"Apr 5, 2018",of $30k goal,Just Need a Hand Up Not a Hand Out
"3,190","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Jul 11, 2018 at 05:59AM PTMay 13, 2018",58,"May 13, 2018",of $2k goal,Help Nurse/Mama Cel Win Her Battle Against Cancer
"15,485","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Nov 26, 2017",103,"Nov 26, 2017",of $125k goal,Bridge Over Troubled Water for Jack
395,"<h1>Health, Illness or Medical</h1>",Euro,"May 17, 2018",8,"May 17, 2018",of €1k goal,Help make sick children smile! - FOCHA
380,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"May 11, 2018",6,"May 11, 2018",of $380 goal,Enchroma glasses for an aspiring mechanic
"15,015","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Feb 17, 2018",65,"Feb 17, 2018",of $16k goal,Please help us pay for David's ALS related costs
930,"<h1>Health, Illness or Medical</h1>",Pound Sterling,"Apr 17, 2013",48,"Apr 17, 2013",of £10k goal,Aidens Cystic Fibrosis Physio Vest
"2,776","<h1>Health, Illness or Medical</h1>",Pound Sterling,"May 6, 2014",134,"May 6, 2014",of £5k goal,Help Finley get on his feet
200,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Jun 27, 2018",1,"Jun 27, 2018",of $8k goal,HELP KIMBERLY T. RAISE FUND FOR HER HUSBAND CANCER
400,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"May 23, 2018",7,"May 23, 2018",of $500 goal,Help us allow VFW to see COLOR!!
400,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Apr 26, 2018",9,"Apr 26, 2018",of $400 goal,"This is a birthday gift, help me keep the secret:)"
110,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Apr 24, 2018",4,"Apr 24, 2018",of $3.5k goal,Lavida's Kidney Transplant Expenses
"1,120","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"May 26, 2013",15,"May 26, 2013",of $1.5k goal,Barrick's Battle
"15,822","<h1>Health, Illness or Medical</h1>",Pound Sterling,"Dec 29, 2014",141,"Dec 29, 2014",of £20k goal,Eveolution
"1,680","<h1>Health, Illness or Medical</h1>",Canadian Dollar,"Jun 12, 2017",15,"Jun 12, 2017",of $20k goal,PLEASE HELP SAVE MY MOM
200,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Jun 1, 2018",1,"Jun 1, 2018",of $10k goal,Let's Fight Depression with Dance!
540,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"May 19, 2018",10,"May 19, 2018",of $10k goal,Solidarity Shave-a-Thon
200,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"May 5, 2018",8,"May 5, 2018",of $350 goal,Get Ethan EnChroma Glasses !
330,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Apr 30, 2018",9,"Apr 30, 2018",of $349 goal,Help me get Enchroma glasses
"54,475","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Apr 14, 2016",536,"Apr 14, 2016",of $200k goal,Jasper's fund
130,"<h1>Health, Illness or Medical</h1>",Swiss Franc,"May 17, 2018",3,"May 17, 2018",of Fr700 goal,Help Aiden Pay Needed Therapy
170,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"May 1, 2018",3,"May 1, 2018",of $450 goal,Help Logan see color for his birthday.
"1,070","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Apr 25, 2018",13,"Apr 25, 2018",of $1k goal,Please help me stay with mom at CAMC
245,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Sep 6, 2018 at 12:09PM PTApr 19, 2018",7,"Apr 19, 2018",of $538 goal,Help Paulina get Enchroma glasses
250,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Feb 1, 2018",4,"Feb 1, 2018",of $400 goal,Help dad see color for the first time in 50 years
504,<h1>Family &amp; Kids</h1>,New Zealand Dollar,"Sep 17, 2016",12,"Sep 17, 2016",of $2.9k goal,We want to see Mum for Christmas
406,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"May 7, 2018 at 06:07PM PTMay 3, 2018",21,"May 3, 2018",of $349 goal,Kevin Thank You Gift!!
"13,163","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Feb 11, 2018",22,"Feb 11, 2018",of $20k goal,Save A Life Today - Marius Needs A Hero
"12,369","<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Nov 3, 2014",88,"Nov 3, 2014",of $25k goal,"Rich's Cancer Returns, A New Fight with New Needs"
279,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"Jun 18, 2018 at 07:45AM PTMay 16, 2018",8,"May 16, 2018",of $279 goal,Help Garrett See Colors
340,"<h1>Health, Illness or Medical</h1>",U.S. Dollar,"May 14, 2016",10,"May 14, 2016",of $500 goal,I need help
650,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Mar 26, 2018",10,"Mar 26, 2018",of $500 goal,Detangled Star Spangled Ancestral Research Project
"23,431",<h1>Family &amp; Kids</h1>,U.S. Dollar,"Jun 27, 2018",367,"Jun 27, 2018",of $50k goal,We Support Angelica and all separated families
"1,410",<h1>Family &amp; Kids</h1>,Canadian Dollar,"Jun 1, 2019
					
				Jun 1, 2019 at 12:59AM PTJan 30, 2018",12,"Jan 30, 2018",of $2k goal,Funding for Boyle/McAlpine Reunion
"1,350",<h1>Family &amp; Kids</h1>,U.S. Dollar,"Jun 13, 2018",30,"Jun 13, 2018",of $6k goal,"Father's have rights too, let's help Ryan!"
625,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Aug 29, 2018",18,"Aug 29, 2018",of $1k goal,"Help with Wendy's legal fees, so she can leave TX."
"1,103",<h1>Family &amp; Kids</h1>,U.S. Dollar,"Feb 16, 2018",11,"Feb 16, 2018",of $10k goal,Great Overcomers Community Based Organization
150,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Nov 4, 2018
					
				Nov 4, 2018 at 11:59PM PTOct 5, 2018",2,"Oct 5, 2018",of $300 goal,Please help Venezuelan family in need
"2,772",<h1>Family &amp; Kids</h1>,U.S. Dollar,"Sep 7, 2018",86,"Sep 7, 2018",of $20k goal,Help for Antoinette family
"3,667",<h1>Family &amp; Kids</h1>,U.S. Dollar,"Apr 17, 2018",91,"Apr 17, 2018",of $6k goal,Help draw a smile on the face of a poor child
160,<h1>Family &amp; Kids</h1>,U.S. Dollar,"May 14, 2018",3,"May 14, 2018",of $6.7k goal,Please help for my family...
450,<h1>Family &amp; Kids</h1>,U.S. Dollar,"May 28, 2018",7,"May 28, 2018",of $450 goal,Please bring color to my Dad's life on his 80th
150,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Apr 19, 2018",2,"Apr 19, 2018",of $10k goal,Help for my daughter Amya's rare sickness CDKL5
240,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Jan 23, 2018",5,"Jan 23, 2018",of $20k goal,Standing By Noah
555,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Jun 20, 2018",9,"Jun 20, 2018",of $5k goal,Help reunite my family from immigration separation
220,<h1>Family &amp; Kids</h1>,Euro,"Dec 18, 2018
					
				Dec 18, 2018 at 11:59PM PTApr 13, 2018",15,"Apr 13, 2018",of €55k goal,Ajudem o meu Avô a reconstruir a casa de infância!
250,<h1>Family &amp; Kids</h1>,Canadian Dollar,"Aug 16, 2018",2,"Aug 16, 2018",of $1.8k goal,Bill's Road to Recovery.
220,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Mar 25, 2018",2,"Mar 25, 2018",of $1k goal,Please Help Our Family Dream Big
"6,299",<h1>Family &amp; Kids</h1>,Canadian Dollar,"Oct 3, 2017",56,"Oct 3, 2017",of $30k goal,Bringing Widlene Home
"16,875",<h1>Family &amp; Kids</h1>,U.S. Dollar,"Mar 18, 2015",125,"Mar 18, 2015",of $10k goal,Help David Webb with Medical Expenses
684,<h1>Family &amp; Kids</h1>,Canadian Dollar,"Oct 22, 2017",14,"Oct 22, 2017",of $600 goal,Donate a Doll 2017 by Hearts to Help Kids
"53,605",<h1>Family &amp; Kids</h1>,U.S. Dollar,"May 6, 2016",68,"May 6, 2016",of $100k goal,Raising The Roof For Levi
"1,585",<h1>Family &amp; Kids</h1>,U.S. Dollar,"Dec 23, 2017",26,"Dec 23, 2017",of $3k goal,PLEASE HELP TO PRECLUDE EVICTION AND AUTO SEIZURE
"3,405",<h1>Family &amp; Kids</h1>,U.S. Dollar,"Nov 28, 2017",72,"Nov 28, 2017",of $5k goal,Milend Season of Giving
"1,855",<h1>Family &amp; Kids</h1>,Pound Sterling,"Feb 7, 2018 at 12:06AM PTOct 19, 2017",25,"Oct 19, 2017",of £2k goal,Join us in the campaign to distribute winter cloth
"5,600",<h1>Family &amp; Kids</h1>,U.S. Dollar,"Dec 3, 2017",58,"Dec 3, 2017",of $20k goal,Please help Scott Bennett and his family!
"30,020",<h1>Family &amp; Kids</h1>,New Zealand Dollar,"Sep 17, 2017",4,"Sep 17, 2017",of $130k goal,Secureflatmates & Splitit app.
360,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Jan 30, 2018",5,"Jan 30, 2018",of $16k goal,Help a family run business get back on their feet
"3,220",<h1>Family &amp; Kids</h1>,Canadian Dollar,"Aug 17, 2017",44,"Aug 17, 2017",of $10k goal,Vying Against AT/RT - Violet's Battle
"3,260",<h1>Family &amp; Kids</h1>,Canadian Dollar,"Apr 2, 2018 at 01:09PM PTMar 13, 2018",63,"Mar 13, 2018",of $4.7k goal,Please Assist My Mother and I With Bills
865,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Jun 29, 2012",24,"Jun 29, 2012",of $3.5k goal,Living Life Upside Downer
"4,435",<h1>Family &amp; Kids</h1>,U.S. Dollar,"Aug 2, 2017",10,"Aug 2, 2017",of $2.5k goal,Baby Radomsky #6 - Coming Soon!
"5,772",<h1>Family &amp; Kids</h1>,U.S. Dollar,"Jun 8, 2017",88,"Jun 8, 2017",of $7.5k goal,Help #NotoriousDad help his children!
"54,600",<h1>Family &amp; Kids</h1>,Philippine Peso,"Jun 11, 2018 at 11:41PM PTApr 11, 2017",22,"Apr 11, 2017",of ₱50k goal,Please help Jong & Sam get out of financial burden
180,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Aug 28, 2018 at 08:15AM PTSep 18, 2017",6,"Sep 18, 2017",of $250 goal,Help Brian's family tide over the month!
375,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Aug 8, 2017",11,"Aug 8, 2017",of $13k goal,Dona un sueño/ Share a dream
600,<h1>Family &amp; Kids</h1>,Israeli New Sheqel,"Sep 25, 2017",3,"Sep 25, 2017",of ₪630k goal,פונדקאות בארצות הברית (זוג חד-מיני)
120,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Sep 16, 2017",2,"Sep 16, 2017",of $4k goal,Income Loss Due to Health Causes Financial Crisis
760,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Aug 8, 2016",9,"Aug 8, 2016",of $1.2k goal,Need to escape LA and be with family
"1,480",<h1>Family &amp; Kids</h1>,Pound Sterling,"Nov 24, 2017 at 02:57PM PTJan 18, 2017",20,"Jan 18, 2017",of £2k goal,Sovereign Paralegals Website/Talk tour 2017
100,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Nov 13, 2017 at 05:46PM PTOct 28, 2017",9,"Oct 28, 2017",of $2k goal,Help fund Burial and funeral of Ruel Tobias
130,<h1>Family &amp; Kids</h1>,Pound Sterling,"Jul 12, 2017",5,"Jul 12, 2017",of £1k goal,"The Becky Vines trust,"
190,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Aug 12, 2017 at 09:51AM PTJul 25, 2017",4,"Jul 25, 2017",of $350 goal,Jayce Helping Hand
325,<h1>Family &amp; Kids</h1>,Euro,"Jun 29, 2017",5,"Jun 29, 2017",of €5k goal,Lets help Nasser
"3,426",<h1>Family &amp; Kids</h1>,U.S. Dollar,"Sep 13, 2016",24,"Sep 13, 2016",of $7k goal,Homeless Child Center Aims for Self-Sufficiency!
130,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Aug 8, 2017",3,"Aug 8, 2017",of $1.6k goal,Full Hives for Empty Nest
"6,661",<h1>Family &amp; Kids</h1>,U.S. Dollar,"Aug 30, 2017 at 12:20AM PTJul 24, 2017",101,"Jul 24, 2017",of $10k goal,Raising Money for the Funeral cost of Isaiah Moore
865,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Jul 20, 2017",12,"Jul 20, 2017",of $5k goal,Giving Back to the One Who Gives So Much
"1,620",<h1>Family &amp; Kids</h1>,U.S. Dollar,"Aug 23, 2017 at 03:16PM PTAug 18, 2017",2,"Aug 18, 2017",of $2.5k goal,Help Me Keep A Roof Over Their Heads
420,<h1>Family &amp; Kids</h1>,U.S. Dollar,"Aug 4, 2017",7,"Aug 4, 2017",of $2.3k goal,Support Sukha and Kenzo`s Natural Birth
780,<h1>Family &amp; Kids</h1>,Canadian Dollar,"Aug 5, 2017",8,"Aug 5, 2017",of $20k goal,Click here to support The Garcia Family Project!
